,User_name,Review title,Review Rating,Review date,Review_body,Movie_name,Movie_ID
106,shovonbhattachrjee,Story copied but acting is good,7,20 September 2021,"The storyline of this movie is good but this story is from a Malayalam film named ""Anjaam Pathiraa"". Acting is good. If you didn't watch Malayalam film ""Anjaam Pathiraa"" then this movie is great for you.
                
                    2 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Mukhosh,tt14992954
107,sanjubhat,"Gripping, fast paced psychological thriller!!",9,11 October 2021,"#sanjuzzreviews #Mukhosh
Mukhosh is an Bengali psychological thriller directed by Birsa Dasgupta & starring Anirban Bhattacharya, Anirban Chakraborti, Chandreyee Ghosh & Koushik Sen.Mukhosh is a remake of the 2020 Kunchacko Boban starrer Malayalam film Anjaam Pathira.Anirban Bhattacharya is a resident criminologist for the police. The lawmakers are baffled when a series of murders are committed where the victims are police officers themselves. With no clues left behind by the killer, except for a blood cross with verses from the Bible etched on the back, the police struggle against time to prevent any more murders from happening. Will they succeed or will the Mukhosh have the final say!!Even though I had watched Anjam Pathira last year,I enjoyed watching it's remake. No stone left unturned to make this film on par with the original. Casting direction, cinematography dialogues are all bang on target to make this an enjoyable watch for all whodunnit fans. It will be a Durga Pujo treat since most of my Bong friends might not have watched the Malyalam original.Adios 🙂",Mukhosh,tt14992954
108,sarkara,Cockroach is better,1,2 October 2021,"What a bucket load of horse poop. A cockroach would have acted better.
                
                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Mukhosh,tt14992954
109,anibose,Crap - Typical Bengali 'Thriller',3,24 September 2021,"When you don't know to make thrillers why venture to make one? Which producer is rich enough to produce such craps to expect returns with hyped IMDB ratings? I wonder. I have written several thrillers both in Bengali & English. Never I had the lunacy to write such cliché craps. Less said about making of the movie. No wonder Bengali movies are heading towards annihilation. Finally, there is no suspense in the movie.
                
                    0 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Mukhosh,tt14992954
110,alekhyadas,Cliched vengeance tale,5,17 September 2021,"Mukhosh is an official remake of the Malayalam film 'Anjaam Pathiraa' (2020), and I haven't seen that yet, so this was supposed to be a 'new' story for me. Unfortunately, Mukhosh is a cliched vengeance tale that we've seen many times before and barely proffers us anything NEW. If you've watched enough crime-thrillers, you would guess the 'climax' from a mile before.I didn't like the character of criminologist Kingshuk, played by Anirban Bhattacharya, at all. In the very first scene, he prophesies that this murderer has NO PERSONAL REASONS, but that's the complete opposite of what happened, and I sensed that was a dense scene. Even the way Anirban acted in the film was underwhelming at best; his wife seemed more interested or inherent to solve the cast.Similarly, Tota Roy Chowdhury's depiction simply didn't fit the character IMO. The backstory should've had more substantial consequences to make it a strong plot. I didn't conjecture the point of casting Sohini for just a moment.",Mukhosh,tt14992954
111,sutithi,Terribly stale,2,18 September 2021,"Imagine this dialogue in a crime thriller:
Man: ""4 lakh people are murdered every year""
Woman (looking petrified, as she clearly thought that number would have been around 10 or 20 only): ""That means someone can get murdered tonight in this city?""
Man nods ominously.I mean seriously! Why can't they write better stuff? There are more examples of hammy dialogues delivered in hammy ways all throughout the movie.A sheer waste of the two Anirbans - both excellent actors.
                
                    2 out of 3 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Mukhosh,tt14992954
112,o-f-mukut,Good Good Good.,1,23 September 2021,"I saw the main south indian movie couple of months ago.While watching Mukhosh, I liked this bengali version more than the real one.Great remake.",Mukhosh,tt14992954
113,ushasiesmeimdb,A slick Bengali thriller; okay for a one-time watch,7,17 September 2021,"The film favours style over substance. The acting by the main cast is worth watching, though the story and screenplay sometimes lets that aspect down.
                
                    0 out of 3 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Mukhosh,tt14992954
114,dabashisghosh,Times pass movie,4,19 September 2021,This new movie is on good movie.Iam bored in this new movie.Original is better then this movie thanks.,Mukhosh,tt14992954
115,farhanjesun,Copy of Anjaam Pathiraa,6,19 September 2021,"It's remake of anjaam pathiraa which is a Karnatak film released in 2020. But Anirban Bhattacharya and other has done excellent job. If you haven't seen the movie than first watch Mukhosh than anjaam pathiraa on Netflix. Happy watching.
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Mukhosh,tt14992954
116,sampath-44197,best thriller after 10 years,1,19 August 2021,"If there is any thriller movies in bengali film that is baishe srabon and after 10 years mukhosh is the best thriler , that I watch PLease goi to theatres to watch this film best film ever . #SVF.
                
                    9 out of 16 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Mukhosh,tt14992954
117,rajarshidas,"Good plot, average execution, strong message.",6,19 September 2021,"The plot was fantastic. Anirban's acting was fantastic as always. However, some of the actors exaggerated the expressions. Also, what is the need to dumb down everything? Took the fun away. Direction could really had been better. However, the message that the movie has tried to portray is really strong and needed to be conveyed.
                
                    0 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Mukhosh,tt14992954
118,nayeembd-787-920769,"Good Story, Poor screenplay",6,23 September 2021,"I thing they are in a hurry. The etory is good but the build up is poor .
                
                    1 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Mukhosh,tt14992954
119,shameekkool,One of the best comeback movie for theatres,1,21 August 2021,"It's really good psychological thriller with awesome performances by all the actors. If u really want to go to theatre then it's worth it. Please go & watch this movie. Myself went to theatre after Avengers Endgame which is more than 2 years and really worth it. Birsa Dasgupta's best work as I didn't expect much from him but hats off to the director. Stand out performance by both Anirban Bhattacharya & Anirban Chakraborty and were very good too.
                
                    7 out of 12 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Mukhosh,tt14992954
120,souvikbanerjee-30287,Masterpiece creation of SVF,1,17 September 2021,"What a masterpiece I can say just mind-boggling . One of the best crime thrilling movie I have ever seen in bengali . Everyone has performed very well especially Anirban and Tota . I tell everyone to watch this movie .
                
                    1 out of 3 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Mukhosh,tt14992954
121,sayantankol,Bad direction can destroy a movie,1,22 September 2021,"As always birsha Dasgupta is a ""pathetic"" director.
                
                    1 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Mukhosh,tt14992954
122,rockingrana-76828,Copy paste from most probably from kerala cinemas industry.,1,25 September 2021,"The cinema story line is same, dialogue, detto copy paste from South Indian cinema. In bengali uses Jesus's idol and in South Indian cinema they have used the idol of law goddess.
                
                    1 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Mukhosh,tt14992954
123,raadtameem,"You May Find Common Storyline, its a MASTERPIECE....",1,26 September 2021,"You some people can say it the remake of Anjaam Pathira, but the actual psychological up-downs in this movie, can't better be illustrated for long time in All Bengal Film Industry. Baishe Srabon, series Stoneman Murderer, Vinci Da, and it has much significance in thrillers undoubtedly.
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Mukhosh,tt14992954
124,shrestha-90456,"Not bad, not too good",8,10 October 2021,"Okay. Not too good. It could be more thrilling. At some point its a little boring but the last 30mins is worth watching.
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Mukhosh,tt14992954
125,asraful-32926,another remake from malayalam,1,17 September 2021,"Main movie plot ""Anjaam Pathiraa"".... It's a crime thriller movie.
                
                    2 out of 5 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Mukhosh,tt14992954
126,dipdasbilu,PLAGIARISM,6,18 September 2021,"Atleast give some credit to Midhun manuel thomas , the man who delivered such a beautiful storyline in ""Anjaam Pathiraa"" movie.
                
                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Mukhosh,tt14992954
127,shantanumkhrj,"To be honest, the film fails to provide thrills.",6,1 October 2021,"Did not watch 'Anjam Pathira' as it was not available in Hindi. To be honest, the film fails to provide thrills. The culprit is caught easily, Dialogue delivery is also very weak and its weak background music makes the film more vulnerable. The film is a murder mystery which is why I am giving it 6 ratings.
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Mukhosh,tt14992954
128,riteshdutta-48214,Don't waste your data and money,1,17 September 2021,"It's a garbage, Don't waste your time.Bad cinematography, Worst Direction,
Worst dubbing, worst editing.Worst actors. Worst casting.-10 star from me.They spoiled the reputation and respect of Kabiguru Rabindranath Tagore.A film with 0 real information.
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Ami Rabindranath,tt14948930
129,abhinandanhld,Doesn't even deserve a 1 star,1,31 August 2021,"The whole movie is utterly nonsense.With zero reaserch and disgusting cinematography.And even more disgusting direction.
                
                    3 out of 3 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Ami Rabindranath,tt14948930
130,sanjidparvez,An Amazingly Strong Female lead that we rarely see in a movie,9,3 December 2021,"I think Rehana is one of the best written strong female leads that I have seen in movies in recent years. The most intriguing part is she isn't perfect; she's flawed & arrogant at times and that made her so much grounded & believable at the core.Rehana's determination, anger & at the same time helplessness in her everyday struggle was set against our broken values & views towards women and director Abdullah Mohammad Saad depicted that flawlessly through a confined premise of a workplace and bluish, nightmarish color tone till the very symbolic, last sequence of the movie. This settings quite skillfully captures Rehana's suffocating surrounding and fights for the justice; yet at the same time slowly unfolds another excellent sub-plot of her little daughter who is also going through a terrible time at the school.On its premier, the film received a standing ovation at the 2021 Cannes Film Festival; and I must say, at least for the performance of Azmeri Haque Badhon on the lead, supported by Afia Jahin Jaima, that amazing child actress played the role of Rehana's daughter...both truly deserved that. With Rehana, now I can finally see a new dawn for Bangladeshi cinema...which was more or less in a limbo for quite a long time. As a Bangladeshi viewer, this just made me proud that a hard hitting film like this have made in Bangladesh!",Rehana,tt14775748
131,mezbahshikder,Why ? Not even close to what I was hearing,2,17 August 2021,"One thing don't come in my mind, why you give a .... to this movie. Very Discouragement. I try very hard to understand, what the director make us understand 😕, nothing clear at all.To me it seemed like a very simple and common script, even then the director could not sort it out properly, or we could not understand our failure.
                
                    14 out of 34 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Rehana,tt14775748
132,elmoon-hasan,Worthy to watch,7,18 August 2021,"Rehana Mariyam Noor is Great. I don't say it is bad. But not enough good. The bad thing is Rehana's character. Rehana's over anger makes this film wrose. But overall the plot,acting is fabulous. I love this film. This film makes us proud.",Rehana,tt14775748
133,reazrahmanxd,If you dont understand drama then don't watch it,1,21 August 2021,"I loved how they portrayed a person's the feel of guilt for not getting justice and leads you to become a psycho. I must say, I proud to see a film like this from a Bangladeshi Director. But many people may find this boring because they are not used to see these types of drama. A glimpse of life. Fantasy lovers will find this boring. This film is not for everyone just because not everyone like this types of drama but i really loved.
                
                    8 out of 21 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Rehana,tt14775748
134,raiyan_hasan,Accept it as an ongoing reality rather than a story,9,21 November 2021,"You can understand the meaning if you accept the movie- Rehana Maryam Noor as an ongoing reality without marking it as a story.The movie begins with an incident of sexual harassment of a medical student, where the antagonist realizes the incident and wants to protest. Then, she has to face various real life equations while protesting the incident.The camera work and the framing of each scene is quite good.",Rehana,tt14775748
135,sourovbanerjee,Love this content,1,7 July 2021,"Best content from Bangladesh. Proud for my country. It's a must watch movie. Just watch it.
                
                    13 out of 26 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Rehana,tt14775748
136,reesu_daddy,Seriously!! What's the Point?,1,12 November 2021,"I am utterly disappointed in the movie. The Media made it seemed like a very good movie, went to Cannes Film Festival, awarded with Asia Pacific awards, etc, etc. I started watching, being aware that this is a Drama genre movie, and had expectation that it would be a good drama. After watching for 1 hour 47 minutes, I was totally lost. I mean, what's the point of the movie? Where is the story? Where did the story lead to? Tried to give a social message of sexual harassment at workplace, but the portrayal was very ordinary. The color grading, cinematography, color tone, camera works, screenplay, direction, everything was a total waste. Most 10/10 reviews in here are fake, surely posted by known people of the production team and cast.Doob by Sarwer Faruki was a waste, this is a greater waste by multiple times.
                
                    7 out of 12 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Rehana,tt14775748
137,symoongalibe,Waste of 107 minutes!!!!,1,17 August 2021,"I am not talking about the colour grading or the acting or directing ,,,,just saying that the story was so boring.
                
                    14 out of 30 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Rehana,tt14775748
138,sudip_rulz,"You made us proud, Team Rehana",1,17 August 2021,"This is Bangladeshi director Abdullah Mohammad Saad's second feature film. And it is the first Bangladeshi film that made into official 'Cannes Film Festival'. No wonder, why people were so excited about this film. The story envelopes when an assistant professor at a private medical college, Rehana, witnessed a sexual assault. She went into a deep struggle to handle the situation as she knew the both victim and the offender. From the beginning we came to know how stubbornly self-willed personality Rehana has. The movie displays the great strength of Rehana's discovering the truth against the typical male oriented society's mastery. Even in the third act, she had to confront her daughter's school authority because the other student used to pinch her baby daughter in the first place.The movie was solely driven by the amazing acting performance of. Azmeri Haque Badhon. She used to be a very promising model and actress of Bangladesh. Very recently she has worked in an web series called. Robindronath Ekhane Kawkhono Khete Aashenni (2021). She acted brilliantly in there also. But to be honest, in Rehana Maryam Noor, Badhon was simply top notch. She adopted and adapted the character superbly.I must admire the sound design and the supreme close-up shots style of camera work. It added extra emotions to a scene to perfection. The color grading helped to express the intensity of the storyline.Overall, I really liked the movie. I sincerely hope Rehana will inspire so many people in so many levels. Thank you Team Rehana for making the Bangladeshi people proud.",Rehana,tt14775748
139,ashraks,This is a nice message to everyone,1,17 August 2021,"This is the real truth in bangladesh. People will understand this movie and feel those moments very lively. Must watch for everyone.
                
                    1 out of 13 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Rehana,tt14775748
140,zubayerbinazad,Fabulous movie!!,1,7 July 2021,"What a movie!!Writer of the movie is not just a ordinary boy he is a legend...The movie deserves oscar.
                
                    11 out of 25 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Rehana,tt14775748
141,public_eye,"Pathetic, Over Hyped Garbage. Don't waste your Time & Skip this Garbage.",1,16 November 2021,"Don't waste your Time & Skip this Garbage.I started this movie with so much hope that I'll be watching a great movie with a Strong massage. I thought this movie will be addressing a very Serious topic of Work Place Sexual harassment. But Instead of that all I got is a Failed Mother with an unbearable Know it all attitude. I thought Rehana would be a Truth seeker, but She turned out to be a Failed frustrated Person who doesn't even know what She is doing. Do your self a Favour and skip this Garbage. Not Worth the time.
                
                    5 out of 7 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Rehana,tt14775748
142,taseendu,Treasure for world Cinema.,1,16 November 2021,"Rehana is a Bangladeshi cinema but It is so rich and depth that it has become a global cinema. The character Rehana is so powerful and original that is not much found even in global masterpiece. Badhon, the female lead, have lived the character Rehana so well that it never felt it was film. I have been there with Rehana. Rehana is my soul sister. It's a true masterpiece cinema and the director is a true genius. Hats off to Saad and Badhon.
                
                    0 out of 3 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Rehana,tt14775748
143,ahnafulashfaquearnob,Rehana maryan noor review,1,8 July 2021,"Feel proud to be a bangladeshi . This is first film which get standing ovation in paris hall . And also appreciated by international halls.
                
                    4 out of 22 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Rehana,tt14775748
144,amahir-41130,Must watch,1,10 July 2021,"Brilliantly portrait by abdullah mohammad saad. Hats off for all the filmmaker in bangladesh. Want to see this kind of movie more.
                
                    5 out of 16 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Rehana,tt14775748
145,skibfahad,It won't waste your time,1,7 July 2021,"Just give it a try, must watch movie and don't skip thinking its a foreign content.
                
                    3 out of 16 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Rehana,tt14775748
146,wwwkhorshedcom,Best content from Bangladesh. Proud for my country. It's a must watch movie. Just watch it.,1,7 July 2021,Best content from Bangladesh. Proud for my country. It's a must watch movie. Just watch it.,Rehana,tt14775748
147,mujahidvv-12906,Congestion Dhaka Bangladesh,1,8 July 2021,Best content from Bangladesh. Proud for my country. It's a must watch movie. Just watch it.,Rehana,tt14775748
148,tamimniy,Just Just Just amazing...,1,10 July 2021,"Awesome... This is a groundbreaking movie, I've ever seen in Bengali language... Specially Badhon (Rahana Maryam Noor), her acting was so natural and thanks to Saad Bhai, for this movie... I've enjoyed the full time of movie & thought why it ends so early... Bt, I can say, everything was so so so much good tl watch... 🖤
Take love whole Rehana Team... 🖤
                
                    3 out of 15 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Rehana,tt14775748
149,farhanctg-06567,WOW,1,14 July 2021,"An extraordinary visual experience. The direction was superb.
                
                    1 out of 13 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Rehana,tt14775748
150,shihankamal,Very realistic movie with lot of twist,1,15 November 2021,"Very realistic movie with lot of twist . Love the way it was made . It is not Hollywood actions but more of daily life with struggles. Every one should give it a try .
                
                    1 out of 3 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Rehana,tt14775748
151,gamingboyasif,Ending disappointing,5,17 August 2021,"It was quite good enough from first some times... But lastly it was so cruel...that type of mother character not should be promoted..it hampers childs mental health.
                
                    3 out of 14 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Rehana,tt14775748
152,sami_shahid_al_islam,Mesmerizing Performance and outstanding storytelling,9,16 August 2021,"""Rehana Maryam Noor"" once again shows that cinema is not just about portraying the script, rather telling a story using the cinema language. The story itself is not very uncommon, rather something many people can relate in our part of the world. But, the storytelling here is outstanding, without saying much the movie gives me goosebumps in few scenes. Acting by the lead actress Badhon was mesmerizing, such a performance that I'd remember for a long time and also the very reason I'd watch this movie multiple times. I felt the boiling rage in her acting which was the distinctive feature of the protagonist of the film. Hats off to the director for his craftmanship in beautifully making this story alive! I feel happy that this is only his second film and I wish to see many more gems like this from his talented mind! I wouldn't be surprised if this film wins Oscar in the foreign film category next year!
                
                    1 out of 14 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Rehana,tt14775748
153,shaafimahin,Don't Waste your time,1,12 November 2021,"The direction was out of the box, mashallah. But the story is so phenomenon in Bollywood the finishing story of that student's hypocrisy is exactly like a Bollywood film (can't recall that name at this moment).rate in my perspective Direction -8/10 . Story-3/10 . Dramatics of that Lil kid- 8/10 . The dramatics of Leading actor -1/10 .",Rehana,tt14775748
154,nayeemamesbah,DO NOT WASTE YOUR PRECIOUS TIME AND MONEY.,1,26 November 2021,"Worst Bangla movie i've ever watched. Very very bad storyline, and the worst acting. Do not waste your precious tome and money.Absolutely regret watching this. Only good thing about this movie was that baby girls acting. She did great. Other than that nothing was good, at all. 😑
                
                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Rehana,tt14775748
155,vijiabm7,Political from head to toe,9,31 May 2021,"The film is political from head to toe. Vishudha Rathrikal is an anthology movie that tells the story of five nights, about how the system-state abolishes justice from individuals with different privileges.
                
                    1 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Moral Nights,tt14728942
156,ajithsivalal,Vishudha Rathrikal,8,30 May 2021,"Vishudha Rathrikal is a stocking revelation of our societies morality and castist working .
                
                    2 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Moral Nights,tt14728942
157,arunavsikder-55376,"Good story telling, acting sucks",1,21 May 2021,"The movie would have been better but gets to the worst just because of the actors and actresses.Better acting makes a movie more joyful and enjoyable which Nirob and others totally failed at. To watch the movie I had to buy subscription which is also a waste of money. No movie collections in iTheatre service.
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Koshai,tt14654750
158,FrogmanSujan,Artistically Assembled Anthology,7,29 July 2021,"Bangladeshi indie films ought to be reaching more to its people. There need to be much more promotional ventures of films like these sorts.Halt is an anthology film containing three different stories with the same theme: deception or outwitting. The film was a great watch the whole time, especially I found the cinematography and background score pretty attaching. Truth be told, it actually even felt sort of 'exotic' to me. I really can't say that living in the same country but the place, the atmosphere, the characters, their language; everything appeared to be so 'unknown' and 'other' to me. And what made this whole feeling of unfamiliarity more realistic got to do with the camera-work and the setting of the film. Halt is a film that tells a very familiar story but with its own aloof style of narrative.P. S.: Other than that, what was the significance of turning that frog into some sort of low budget cgi thing? Was that a subtle part of some kind of semiotics or was it just that? I need an insight into this.",Halt,tt14631866
159,masumnil,Bangladeshi Sinema,1,24 May 2021,"Its so nice movie.. Bangladeshi river, nature showing this..It is very beautiful.. Movie.. I like it..
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Halt,tt14631866
160,aparajitamukherjee-68917,Great short,9,18 May 2021,"Very tight, intense story-telling. Editing is very well done. Proud of Akashdeep!
                
                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Nibhrito,tt14495920
161,chandramallisg,Deep message,8,18 May 2021,"The film is higher above the understanding of common audience. Slightly slow in pace but I guess for self introspection of the central character this slowness was required.Two stories run parallel and inspite of the fact that the woman has no dialogue, her estrangement with son could be understood clearly equating her lonliness with the main character.Theme of lonliness has been portrayed beautifully along with vacant roads, foggy sky, and pine jungles.I love Kurseong, and haven't been out since last yr, hence nature visuals engulfed me.I don't know how old is Akash...but probably in his early 20s. His depth of understanding human mind is mentionworthy. And he has command over technicalities as well.Way to go. My congratulations to him.",Nibhrito,tt14495920
162,ranodeepsingha,Visual treat,1,18 May 2021,"Extremely intense story calmly said by the maker. Extraordinary frames,great acting,to the point and well executed idea making the best possible use of all resources.
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Nibhrito,tt14495920
163,renukeshwarghosh,Beautiful film,9,29 May 2021,"Can't stop thinking about it even after a week. Touched my heart. Life feels so neverending till it actually ends.
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Nibhrito,tt14495920
164,neohyflier,Beautiful Story Telling,9,24 May 2021,"Such movies compels us to think the amount of heart and soul put into making them. There is years of struggle to perfect that one line, that one expression, that one camera angle..
The real challenge comes to the story telling in the time frame you have..This movie is a complete team effort and I dont think that I can only compliment the actor but it helps every human being to connect in a very simple but realistic way.
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Nibhrito,tt14495920
165,chakrabortymax,Super flim,1,20 November 2021,"Very interesting & superbly casted flim.i've really enjoying watch this flim..thank you atiul islam da for this beautiful gift after this pandemic situation.
                
                    1 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Kisalay,tt14433086
166,rohinisenkolkata,Very adventurous story!!!,1,13 June 2021,"This is a very adventurous movie. The story is very emotional and has a nice description of the animal and people life in Sunderbans. It dives deep into the dense forest there and also the places where dacoits live and Police can't reach there.It is very nice presentation of the life in Sunderbans.
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Sundarboner Goppo,tt14330866
167,rajkraj-46848,Mindblowing,1,18 June 2021,"Mind blowing movie, new concept and very touching story. Pradip made a very good movie.Naren and jhinuk outstanding.",Sundarboner Goppo,tt14330866
168,aushro,An movie without any acing or actor,1,3 December 2021,"I was little bit curious about it when i was first time hear about it that's tauqir Ahmad is the director of this movie. I m not going to describe alk the reasons one by one just want to say if time is valuable for u then it's not for u.
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Sphulingo,tt14329574
169,mdnayeemkhanrafit,Alhamdulillah,1,29 June 2021,"Wow onek sundor film ta
Bishesh kore pori moni ke onek valo legeche
Tini onek sundor onek valo ovinoy korecen.",Sphulingo,tt14329574
170,iamaditisengupta,"Plz don't make comparisons between "" Gully Boy "" and "" Tangra Blues """,7,30 May 2021,"Why are so many people disliking this movie? Why is everyone comparing ""Gully Boy"" with this film ? Because both movies have raps !I admit that this movie has taken references from ""Gully Boy"" just like ""Gully Boy"" was inspired a lot from ""8 miles.""But my opinion about this film is that I was having fun while watching "" Tangra Blues "" . This film is not great but also doesn't deserve so much hate from the people .
                
                    3 out of 3 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Tangra Blues,tt14307578
171,soham-21358,Average,5,15 May 2021,"It could have been a game changer ,but sluggish writing and narrative ruined the show. The character development was zero and most of the characters look unconvincing including Ace actor Parambrata Chattopadhyay..The only Saving grace of the movie is Samiul Alam's terrific performance. Otherwise ,this is a complete disappointment. Though I would like to appreciate the hard work of the entire team for their brave attempt. If you love Bengali movie ,give it a try. You won't be disappointed if you expect less.
                
                    4 out of 7 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Tangra Blues,tt14307578
172,pkroy-58406,Superb movie,1,17 May 2021,"Superb and a must watch movie. Madhumita and Parambroto both are fabulous.
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Tangra Blues,tt14307578
173,esonatakshikhi,Excellent theme bad storytelling.,7,21 May 2021,"The theme is undoubtedly unique. But the story has no depth. Specifically the gang war is much simplified. Music is the lifeline of the film. All raps are well made. Everyone will adore 'Baburam'. Acting more or less good.
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Tangra Blues,tt14307578
174,hoimeeiitkgp,Perfect!,1,22 May 2021,"A must watch. A 100 times better than jhachakchake bostapocha hindi cinema.
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Tangra Blues,tt14307578
175,suman-44419,Awsome movie..superlative performance by madhumita,1,21 April 2021,"So realistic making..superb cinematography..brilliant performance by all the cast..especially the female lead madhumita has given a superlative performance..her depression passion was so relatable..the best Gen-y performer in tollywood..overall Tangrablues a cult classic..a must watch..a milestone in Bengali cinema..
                
                    6 out of 7 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Tangra Blues,tt14307578
176,sayantanjob,"Story was not bad, but..",8,26 May 2021,"Story was not bad, but they lost somewhere between the clumsy dialogue. Depicted the difference between the rich and the poor very well. Songs can be better. The dark side of kolkata came again after dwitiyo purush. Good one time watch 🌸
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Tangra Blues,tt14307578
177,paradigm2687,Heart warming and sincere...,7,23 June 2021,"This is a good film with its heart in the right place. Camerawork could have been bettered but nonetheless the producer had the guts to come out with such a project when it could have run the risk of being compared to Gully Boy and for no fault of its own. Performances of actors like Parambrata (who anyway has become a veteran by now) and especially Samiul deserve special mention. The biggest dampener according to me was Madhumita, who badly needs to work on her mannerisms as well dialogue delivery especially if she aims to rule the roost in future.
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Tangra Blues,tt14307578
